[12:15:04] [main/INFO] [FML/]: Forge Mod Loader version 7.2.211.1121 for Minecraft 1.7.2 loading
[12:15:04] [main/INFO] [FML/]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.7.0_67, running on Windows 7:amd64:6.1, installed at C:\Program Files\Java\jdk1.7.0_67\jre
[12:15:04] [main/DEBUG] [FML/]: Java classpath at launch is C:\Program Files\Java\jdk1.7.0_67\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\deploy.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\javaws.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\jce.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\jfxrt.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\management-agent.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\plugin.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\resources.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\rt.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\ext\access-bridge-64.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\ext\dnsns.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\ext\jaccess.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\ext\localedata.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\ext\sunec.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\ext\sunjce_provider.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\ext\sunmscapi.jar;C:\Program Files\Java\jdk1.7.0_67\jre\lib\ext\zipfs.jar;C:\Users\Jason Archer\.gradle\caches\minecraft\net\minecraftforge\forge\1.7.2-10.12.2.1121\forgeSrc-1.7.2-10.12.2.1121.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\net.minecraft\launchwrapper\1.9\116f2aad5b0c68353ebed66cd463517db6522f7e\launchwrapper-1.9.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.ow2.asm\asm-debug-all\4.1\dd6ba5c392d4102458494e29f54f70ac534ec2a2\asm-debug-all-4.1.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.scala-lang\scala-library\2.10.2\6ba65d12cd09d441083262d6f73d2257fec7c663\scala-library-2.10.2.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.scala-lang\scala-compiler\2.10.2\64c8b1380cc53d6850823d6e4e7ae984aa44ef9c\scala-compiler-2.10.2.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\net.sf.jopt-simple\jopt-simple\4.5\6065cc95c661255349c1d0756657be17c29a4fd3\jopt-simple-4.5.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\java3d\vecmath\1.3.1\a0ae4f51da409fa0c20fa0ca59e6bbc9413ae71d\vecmath-1.3.1.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\net.sf.trove4j\trove4j\3.0.3\42ccaf4761f0dfdfa805c9e340d99a755907e2dd\trove4j-3.0.3.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\com.ibm.icu\icu4j-core-mojang\51.2\63d216a9311cca6be337c1e458e587f99d382b84\icu4j-core-mojang-51.2.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\lzma\lzma\0.0.1\521616dc7487b42bef0e803bd2fa3faf668101d7\lzma-0.0.1.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\com.paulscode\codecjorbis\20101023\c73b5636faf089d9f00e8732a829577de25237ee\codecjorbis-20101023.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\com.paulscode\codecwav\20101023\12f031cfe88fef5c1dd36c563c0a3a69bd7261da\codecwav-20101023.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\com.paulscode\libraryjavasound\20101123\5c5e304366f75f9eaa2e8cca546a1fb6109348b3\libraryjavasound-20101123.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\com.paulscode\librarylwjglopenal\20100824\73e80d0794c39665aec3f62eee88ca91676674ef\librarylwjglopenal-20100824.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\com.paulscode\soundsystem\20120107\419c05fe9be71f792b2d76cfc9b67f1ed0fec7f6\soundsystem-20120107.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\io.netty\netty-all\4.0.10.Final\9e50bd52ffe257a0e2cd8d971688d6ce7d174325\netty-all-4.0.10.Final.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\com.google.guava\guava\15.0\ed727a8d9f247e2050281cb083f1c77b09dcb5cd\guava-15.0.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.apache.commons\commons-lang3\3.1\905075e6c80f206bbe6cf1e809d2caa69f420c76\commons-lang3-3.1.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\commons-io\commons-io\2.4\b1b6ea3b7e4aa4f492509a4952029cd8e48019ad\commons-io-2.4.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput\2.0.5\39c7796b469a600f72380316f6b1f11db6c2c7c4\jinput-2.0.5.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\net.java.jutils\jutils\1.0.0\e12fe1fda814bd348c1579329c86943d2cd3c6a6\jutils-1.0.0.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\com.google.code.gson\gson\2.2.4\a60a5e993c98c864010053cb901b7eab25306568\gson-2.2.4.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\com.mojang\authlib\1.3\4fb033c2d6eccced08752d8f33e8c3a0a45deb2d\authlib-1.3.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.apache.logging.log4j\log4j-api\2.0-beta9\1dd66e68cccd907880229f9e2de1314bd13ff785\log4j-api-2.0-beta9.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.apache.logging.log4j\log4j-core\2.0-beta9\678861ba1b2e1fccb594bb0ca03114bb05da9695\log4j-core-2.0-beta9.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl\2.9.0\5654d06e61a1bba7ae1e7f5233e1106be64c91cd\lwjgl-2.9.0.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl_util\2.9.0\a778846b64008fc7f48ead2377f034e547991699\lwjgl_util-2.9.0.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl-platform\2.9.0\2ba5dcb11048147f1a74eff2deb192c001321f77\lwjgl-platform-2.9.0-natives-linux.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl-platform\2.9.0\6621b382cb14cc409b041d8d72829156a87c31aa\lwjgl-platform-2.9.0-natives-osx.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl-platform\2.9.0\3f11873dc8e84c854ec7c5a8fd2e869f8aaef764\lwjgl-platform-2.9.0-natives-windows.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput-platform\2.0.5\7ff832a6eb9ab6a767f1ade2b548092d0fa64795\jinput-platform-2.0.5-natives-linux.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput-platform\2.0.5\53f9c919f34d2ca9de8c51fc4e1e8282029a9232\jinput-platform-2.0.5-natives-osx.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput-platform\2.0.5\385ee093e01f587f30ee1c8a2ee7d408fd732e16\jinput-platform-2.0.5-natives-windows.jar;C:\Users\Jason Archer\.gradle\caches\modules-2\files-2.1\org.scala-lang\scala-reflect\2.10.2\444ff8e89a81697997ed8a98a4642ba283130249\scala-reflect-2.10.2.jar;C:\Users\Jason Archer\.gradle\caches\minecraft\net\minecraftforge\forge\1.7.2-10.12.2.1121\start;C:\Program Files (x86)\JetBrains\IntelliJ IDEA Community Edition 13.1.3\lib\idea_rt.jar
[12:15:04] [main/DEBUG] [FML/]: Java library path at launch is C:/minecraft code projects/Minecraft/1.7/RandomThoughtsMod\build\natives
[12:15:04] [main/INFO] [FML/]: Managed to load a deobfuscated Minecraft name- we are in a deobfuscated environment. Skipping runtime deobfuscation
[12:15:04] [main/DEBUG] [FML/]: Instantiating coremod class FMLCorePlugin
[12:15:04] [main/DEBUG] [FML/]: Added access transformer class cpw.mods.fml.common.asm.transformers.AccessTransformer to enqueued access transformers
[12:15:04] [main/DEBUG] [FML/]: Enqueued coremod FMLCorePlugin
[12:15:04] [main/DEBUG] [FML/]: Instantiating coremod class FMLForgePlugin
[12:15:04] [main/DEBUG] [FML/]: Added access transformer class net.minecraftforge.transformers.ForgeAccessTransformer to enqueued access transformers
[12:15:04] [main/DEBUG] [FML/]: Enqueued coremod FMLForgePlugin
[12:15:04] [main/DEBUG] [FML/]: All fundamental core mods are successfully located
[12:15:04] [main/DEBUG] [FML/]: Discovering coremods
[12:15:04] [main/INFO] [LaunchWrapper/]: Loading tweak class name cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[12:15:04] [main/INFO] [LaunchWrapper/]: Loading tweak class name cpw.mods.fml.common.launcher.FMLDeobfTweaker
[12:15:04] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[12:15:04] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[12:15:04] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[12:15:04] [main/DEBUG] [FML/]: Injecting coremod FMLCorePlugin {cpw.mods.fml.relauncher.FMLCorePlugin} class transformers
[12:15:04] [main/TRACE] [FML/]: Registering transformer cpw.mods.fml.common.asm.transformers.MarkerTransformer
[12:15:04] [main/TRACE] [FML/]: Registering transformer cpw.mods.fml.common.asm.transformers.SideTransformer
[12:15:04] [main/TRACE] [FML/]: Registering transformer cpw.mods.fml.common.asm.transformers.EventSubscriptionTransformer
[12:15:04] [main/DEBUG] [FML/]: Injection complete
[12:15:04] [main/DEBUG] [FML/]: Running coremod plugin for FMLCorePlugin {cpw.mods.fml.relauncher.FMLCorePlugin}
[12:15:04] [main/DEBUG] [FML/]: Running coremod plugin FMLCorePlugin
[12:15:05] [main/ERROR] [FML/]: The binary patch set is missing. Either you are in a development environment, or things are not going to work!
[12:15:06] [main/ERROR] [FML/]: The minecraft jar file:/C:/Users/Jason%20Archer/.gradle/caches/minecraft/net/minecraftforge/forge/1.7.2-10.12.2.1121/forgeSrc-1.7.2-10.12.2.1121.jar!/net/minecraft/client/ClientBrandRetriever.class appears to be corrupt! There has been CRITICAL TAMPERING WITH MINECRAFT, it is highly unlikely minecraft will work! STOP NOW, get a clean copy and try again!
[12:15:06] [main/ERROR] [FML/]: FML has been ordered to ignore the invalid or missing minecraft certificate. This is very likely to cause a problem!
[12:15:06] [main/ERROR] [FML/]: Technical information: ClientBrandRetriever was at jar:file:/C:/Users/Jason%20Archer/.gradle/caches/minecraft/net/minecraftforge/forge/1.7.2-10.12.2.1121/forgeSrc-1.7.2-10.12.2.1121.jar!/net/minecraft/client/ClientBrandRetriever.class, there were 0 certificates for it
[12:15:06] [main/ERROR] [FML/]: FML appears to be missing any signature data. This is not a good thing
[12:15:06] [main/DEBUG] [FML/]: Coremod plugin class FMLCorePlugin run successfully
[12:15:06] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[12:15:06] [main/DEBUG] [FML/]: Injecting coremod FMLForgePlugin {net.minecraftforge.classloading.FMLForgePlugin} class transformers
[12:15:06] [main/DEBUG] [FML/]: Injection complete
[12:15:06] [main/DEBUG] [FML/]: Running coremod plugin for FMLForgePlugin {net.minecraftforge.classloading.FMLForgePlugin}
[12:15:06] [main/DEBUG] [FML/]: Running coremod plugin FMLForgePlugin
[12:15:06] [main/DEBUG] [FML/]: Coremod plugin class FMLForgePlugin run successfully
[12:15:06] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.common.launcher.FMLDeobfTweaker
[12:15:06] [main/DEBUG] [FML/]: Loaded 32 rules from AccessTransformer config file fml_at.cfg
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:baked_potato 393 net.minecraft.item.ItemFood@438786ae (req. id 393)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:poisonous_potato 394 net.minecraft.item.ItemFood@769b2c24 (req. id 394)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:map 395 net.minecraft.item.ItemEmptyMap@5fb1a2dd (req. id 395)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:golden_carrot 396 net.minecraft.item.ItemFood@73b8c40 (req. id 396)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:skull 397 net.minecraft.item.ItemSkull@7ecc938c (req. id 397)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:carrot_on_a_stick 398 net.minecraft.item.ItemCarrotOnAStick@660b3ca8 (req. id 398)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:nether_star 399 net.minecraft.item.ItemSimpleFoiled@793552e8 (req. id 399)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:pumpkin_pie 400 net.minecraft.item.ItemFood@1bd63b83 (req. id 400)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:fireworks 401 net.minecraft.item.ItemFirework@4f621103 (req. id 401)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:firework_charge 402 net.minecraft.item.ItemFireworkCharge@126b0b91 (req. id 402)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:enchanted_book 403 net.minecraft.item.ItemEnchantedBook@6a5455f9 (req. id 403)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:comparator 404 net.minecraft.item.ItemReed@46d884f8 (req. id 404)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:netherbrick 405 net.minecraft.item.Item@3101da1e (req. id 405)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:quartz 406 net.minecraft.item.Item@709700b4 (req. id 406)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:tnt_minecart 407 net.minecraft.item.ItemMinecart@49af632b (req. id 407)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:hopper_minecart 408 net.minecraft.item.ItemMinecart@1997c1d8 (req. id 408)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:iron_horse_armor 417 net.minecraft.item.Item@3a375908 (req. id 417)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:golden_horse_armor 418 net.minecraft.item.Item@7b63a14 (req. id 418)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:diamond_horse_armor 419 net.minecraft.item.Item@4c9efb00 (req. id 419)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:lead 420 net.minecraft.item.ItemLead@73982201 (req. id 420)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:name_tag 421 net.minecraft.item.ItemNameTag@20ae6561 (req. id 421)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:command_block_minecart 422 net.minecraft.item.ItemMinecart@1981d40a (req. id 422)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_13 2256 net.minecraft.item.ItemRecord@3f0ec465 (req. id 2256)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_cat 2257 net.minecraft.item.ItemRecord@627fe33a (req. id 2257)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_blocks 2258 net.minecraft.item.ItemRecord@3a1f275b (req. id 2258)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_chirp 2259 net.minecraft.item.ItemRecord@5350e52c (req. id 2259)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_far 2260 net.minecraft.item.ItemRecord@63f5d66f (req. id 2260)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_mall 2261 net.minecraft.item.ItemRecord@20d144ae (req. id 2261)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_mellohi 2262 net.minecraft.item.ItemRecord@af40c57 (req. id 2262)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_stal 2263 net.minecraft.item.ItemRecord@1c56295f (req. id 2263)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_strad 2264 net.minecraft.item.ItemRecord@5cb62a81 (req. id 2264)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_ward 2265 net.minecraft.item.ItemRecord@3ba0aab4 (req. id 2265)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_11 2266 net.minecraft.item.ItemRecord@31272e01 (req. id 2266)
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:record_wait 2267 net.minecraft.item.ItemRecord@33d5cdd (req. id 2267)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPressurePlateWeighted@760e90d3 for ItemBlock net.minecraft.item.ItemBlock@4b2ddf1a at id 148, original id requested: 148
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:heavy_weighted_pressure_plate 148 net.minecraft.item.ItemBlock@4b2ddf1a (req. id 148)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCactus@d1c98c5 for ItemBlock net.minecraft.item.ItemBlock@30924a85 at id 81, original id requested: 81
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:cactus 81 net.minecraft.item.ItemBlock@30924a85 (req. id 81)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockOre@572a98be for ItemBlock net.minecraft.item.ItemBlock@545a7aac at id 21, original id requested: 21
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:lapis_ore 21 net.minecraft.item.ItemBlock@545a7aac (req. id 21)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCompressedPowered@6ad89088 for ItemBlock net.minecraft.item.ItemBlock@2bdd78 at id 152, original id requested: 152
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:redstone_block 152 net.minecraft.item.ItemBlock@2bdd78 (req. id 152)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@9454326 for ItemBlock net.minecraft.item.ItemBlock@3fd8f15e at id 128, original id requested: 128
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:sandstone_stairs 128 net.minecraft.item.ItemBlock@3fd8f15e (req. id 128)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCompressed@65e2fa47 for ItemBlock net.minecraft.item.ItemBlock@3bce7311 at id 133, original id requested: 133
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:emerald_block 133 net.minecraft.item.ItemBlock@3bce7311 (req. id 133)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@c229885 for ItemBlock net.minecraft.item.ItemBlock@6ee47fc3 at id 135, original id requested: 135
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:birch_stairs 135 net.minecraft.item.ItemBlock@6ee47fc3 (req. id 135)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockMelon@2a8a126 for ItemBlock net.minecraft.item.ItemBlock@5b801415 at id 103, original id requested: 103
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:melon_block 103 net.minecraft.item.ItemBlock@5b801415 (req. id 103)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCompressed@2c948778 for ItemBlock net.minecraft.item.ItemBlock@35a69da1 at id 42, original id requested: 42
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:iron_block 42 net.minecraft.item.ItemBlock@35a69da1 (req. id 42)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@4988e33f for ItemBlock net.minecraft.item.ItemBlock@4db6d08b at id 163, original id requested: 163
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:acacia_stairs 163 net.minecraft.item.ItemBlock@4db6d08b (req. id 163)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockSapling@30344e58 for ItemBlock net.minecraft.item.ItemMultiTexture@2845836a at id 6, original id requested: 6
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:sapling 6 net.minecraft.item.ItemMultiTexture@2845836a (req. id 6)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStone@24d662b9 for ItemBlock net.minecraft.item.ItemBlock@6bb6b8cd at id 1, original id requested: 1
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:stone 1 net.minecraft.item.ItemBlock@6bb6b8cd (req. id 1)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockDynamicLiquid@3f96dc61 for ItemBlock net.minecraft.item.ItemBlock@291ed1fa at id 10, original id requested: 10
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:flowing_lava 10 net.minecraft.item.ItemBlock@291ed1fa (req. id 10)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockJukebox@61595437 for ItemBlock net.minecraft.item.ItemBlock@266b892d at id 84, original id requested: 84
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:jukebox 84 net.minecraft.item.ItemBlock@266b892d (req. id 84)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@1201c5af for ItemBlock net.minecraft.item.ItemBlock@5dfafd0f at id 108, original id requested: 108
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:brick_stairs 108 net.minecraft.item.ItemBlock@5dfafd0f (req. id 108)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockDaylightDetector@4d7d603e for ItemBlock net.minecraft.item.ItemBlock@8fc13fd at id 151, original id requested: 151
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:daylight_detector 151 net.minecraft.item.ItemBlock@8fc13fd (req. id 151)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPistonBase@2aaf39e8 for ItemBlock net.minecraft.item.ItemPiston@2c3a2b23 at id 33, original id requested: 33
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:piston 33 net.minecraft.item.ItemPiston@2c3a2b23 (req. id 33)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockSnow@6a1531ed for ItemBlock net.minecraft.item.ItemSnow@8f35e83 at id 78, original id requested: 78
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:snow_layer 78 net.minecraft.item.ItemSnow@8f35e83 (req. id 78)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockMushroom@59841d38 for ItemBlock net.minecraft.item.ItemBlock@21c1ef0c at id 40, original id requested: 40
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:red_mushroom 40 net.minecraft.item.ItemBlock@21c1ef0c (req. id 40)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockDynamicLiquid@391e78f1 for ItemBlock net.minecraft.item.ItemBlock@43350e24 at id 8, original id requested: 8
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:flowing_water 8 net.minecraft.item.ItemBlock@43350e24 (req. id 8)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockChest@273dfc97 for ItemBlock net.minecraft.item.ItemBlock@50337ff4 at id 54, original id requested: 54
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:chest 54 net.minecraft.item.ItemBlock@50337ff4 (req. id 54)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockColored@24945dcb for ItemBlock net.minecraft.item.ItemCloth@64ea476 at id 35, original id requested: 35
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:wool 35 net.minecraft.item.ItemCloth@64ea476 (req. id 35)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockOre@6734011e for ItemBlock net.minecraft.item.ItemBlock@150f4236 at id 16, original id requested: 16
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:coal_ore 16 net.minecraft.item.ItemBlock@150f4236 (req. id 16)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPistonBase@7655ff39 for ItemBlock net.minecraft.item.ItemPiston@1cc3f207 at id 29, original id requested: 29
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:sticky_piston 29 net.minecraft.item.ItemPiston@1cc3f207 (req. id 29)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.Block@3a038c21 for ItemBlock net.minecraft.item.ItemBlock@446b852 at id 7, original id requested: 7
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:bedrock 7 net.minecraft.item.ItemBlock@446b852 (req. id 7)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockGravel@5374237e for ItemBlock net.minecraft.item.ItemBlock@3eef11af at id 13, original id requested: 13
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:gravel 13 net.minecraft.item.ItemBlock@3eef11af (req. id 13)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockWorkbench@1f54362f for ItemBlock net.minecraft.item.ItemBlock@41721870 at id 58, original id requested: 58
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:crafting_table 58 net.minecraft.item.ItemBlock@41721870 (req. id 58)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPressurePlate@12845f9 for ItemBlock net.minecraft.item.ItemBlock@29a282a1 at id 72, original id requested: 72
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:wooden_pressure_plate 72 net.minecraft.item.ItemBlock@29a282a1 (req. id 72)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockNetherrack@3acf7786 for ItemBlock net.minecraft.item.ItemBlock@6c2e2d61 at id 87, original id requested: 87
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:netherrack 87 net.minecraft.item.ItemBlock@6c2e2d61 (req. id 87)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockNewLog@4ebeb1c4 for ItemBlock net.minecraft.item.ItemMultiTexture@4ba572c3 at id 162, original id requested: 162
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:log2 162 net.minecraft.item.ItemMultiTexture@4ba572c3 (req. id 162)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockTorch@1dd2a7ed for ItemBlock net.minecraft.item.ItemBlock@5b118701 at id 50, original id requested: 50
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:torch 50 net.minecraft.item.ItemBlock@5b118701 (req. id 50)
[12:15:13] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockFurnace@3aa368a4 for ItemBlock net.minecraft.item.ItemBlock@5bb6815c at id 61, original id requested: 61
[12:15:13] [main/TRACE] [FML/]: Registry add: minecraft:furnace 61 net.minecraft.item.ItemBlock@5bb6815c (req. id 61)
